username,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total,anora,conclave,the-brutalist,emilia-perez,nickel-boys,wicked-2024,maria-2024,oppenheimer-2023,poor-things-2023,the-holdovers,american-fiction,everything-everywhere-all-at-once,all-quiet-on-the-western-front-2022,the-fabelmans,the-banshees-of-inisherin,women-talking,top-gun-maverick,elvis-2022,coda-2021,the-power-of-the-dog,west-side-story-2021,dont-look-up-2021,king-richard,tick-tick-boom-2021,dune-2021,mank,nomadland,the-trial-of-the-chicago-7,borat-subsequent-moviefilm,promising-young-woman,palm-springs-2020,parasite-2019,1917,once-upon-a-time-in-hollywood,jojo-rabbit,green-book,roma-2018,black-panther,bohemian-rhapsody,eighth-grade,can-you-ever-forgive-me,the-favourite,cold-war-2018,the-shape-of-water,three-billboards-outside-ebbing-missouri,lady-bird,get-out-2017,call-me-by-your-name,dunkirk-2017,i-tonya,blade-runner-2049,moonlight-2016,la-la-land,hidden-figures,arrival-2016,lion,spotlight,the-big-short,the-revenant-2015,the-martian,mad-max-fury-road,birdman-or-the-unexpected-virtue-of-ignorance,boyhood,the-grand-budapest-hotel,the-imitation-game
hotdonkeybear,0,271,0,1496,0,2235,0,1442,0,372,5816,Missing,5.0,Missing,Missing,Missing,Missing,Missing,5.0,Missing,Missing,Missing,5.0,Missing,Late 5.0,Missing,Missing,5.0,Missing,Missing,3.0,Late 3.0,Missing,Missing,4.0,2.0,3.0,Late 5.0,Missing,Missing,Late 3.0,3.0,4.0,Missing,4.0,Late 4.0,Missing,Missing,4.0,Late 1.0,5.0,Missing,4.0,Missing,Late 5.0,5.0,Late 4.0,5.0,4.0,4.0,3.0,5.0,Late 5.0,5.0,Late 3.0,5.0,Missing,Missing,Missing,4.0,4.0,5.0,5.0,Missing,4.0,Late 3.0
selinale,14,38,63,162,210,363,242,173,42,23,1330,4.0,Missing,4.0,2.0,4.0,3.0,2.5,Missing,5.0,Missing,Missing,Late 4.0,3.0,Missing,4.0,Missing,3.5,2.5,Missing,2.0,Late 2.5,4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.5,3.5,Missing,5.0,Missing,Missing,Missing,Missing,5.0,Missing,3.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4.0,3.5,Missing
pstalbot,1,7,6,77,241,556,918,942,435,129,3312,Late 4.0,4.5,Late 4.5,Missing,Missing,Late 3.5,Missing,5.0,Late 4.0,5.0,Late 4.5,4.5,4.0,Late 4.5,4.5,Late 3.5,4.5,4.0,4.5,5.0,Late 4.5,4.0,4.5,4.0,5.0,4.5,Late 5.0,4.0,4.0,4.5,4.5,5.0,5.0,5.0,5.0,Late 3.5,4.5,4.0,Late 3.0,3.0,Late 4.0,Late 4.0,Late 4.5,Late 5.0,4.5,Late 5.0,4.5,Missing,5.0,Late 4.0,4.0,Late 4.5,4.0,Late 5.0,4.5,Late 4.5,Late 4.0,Late 3.5,Late 3.0,Late 4.5,Late 4.0,Late 4.0,Late 5.0,Late 4.5,Late 3.5
filmrodolfo,0,86,0,303,0,496,0,559,0,180,1624,4.0,3.0,Missing,Missing,Missing,4.0,Missing,4.5,4.5,Late 4.5,Missing,4.5,Missing,4.5,Late 4.0,Missing,4.0,3.5,Late 3.0,Missing,Missing,Missing,Missing,4.0,4.0,Late 3.0,Late 4.5,Late 4.0,Missing,4.5,4.0,5.0,4.0,4.0,4.0,Missing,5.0,3.5,3.0,4.0,Missing,4.0,3.5,4.0,4.5,4.0,Late 4.5,4.0,3.0,5.0,4.0,Late 4.0,Late 5.0,Late 3.0,Late 4.0,Late 4.0,Late 4.0,Missing,Late 3.0,Missing,Late 4.0,Late 4.0,Late 3.5,Missing,Missing
axelhagne,0,204,0,435,0,755,0,534,0,100,2028,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,2.0,Missing,3.0,4.0,3.0,3.0,Late 2.0,Late 4.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,Late 3.0,Missing,Late 4.0,3.0,3.0,4.0,Late 3.0,4.0,Late 5.0,5.0,Missing,4.0,4.0,Late 4.0,4.0,Late 5.0,3.0,Missing,Missing,Late 4.5,Late 5.0,Missing
vishwaskverma,294,318,327,808,996,1694,1027,930,279,363,7036,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5.0,Missing,5.0,Missing,5.0,5.0,Late 3.5,5.0,Missing,4.0,5.0,Late 2.5,3.5,4.0,4.0,4.0,Late 3.5,4.5,Late 4.0,Missing,5.0,4.0,5.0,Late 5.0,4.0,Late 4.5,Late 4.0,Missing,3.0,Late 2.5,3.0,Missing,Late 3.5,Missing,Late 5.0,Late 4.0,Late 4.0,Missing,Late 2.0,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Late 4.0,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing
markman05,34,131,201,353,431,837,663,372,126,46,3194,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4.5,Late 4.5,4.0,4.5,4.5,Missing,4.5,4.0,Missing,3.5,2.0,3.0,3.5,3.0,2.5,3.5,3.5,2.0,3.0,4.0,4.0,4.5,4.0,4.5,4.0,4.0,5.0,4.5,Late 3.0,Late 3.5,2.0,Late 3.0,4.5,Missing,Late 4.5,Late 3.5,Late 4.0,Late 3.0,Late 2.5,Late 5.0,Late 4.5,Late 4.0,Late 4.0,Late 5.0,Late 4.5,Late 5.0,Late 3.5,Late 4.5,Late 4.0,Late 4.0,Late 4.0,Late 5.0,Late 4.0,Late 4.5,Late 4.5,Missing,Late 4.5,Late 3.5
erinbacon,3,18,48,162,270,456,419,358,127,98,1959,4.0,4.5,Missing,3.0,Missing,4.0,Missing,4.5,Late 4.0,4.0,3.5,5.0,Late 4.0,Late 3.5,4.5,Missing,4.5,3.5,Late 4.0,Late 3.0,Late 3.5,4.0,Late 4.0,2.5,Late 3.5,2.5,Late 4.5,3.5,Missing,3.5,Missing,Late 4.0,4.5,Late 3.0,4.0,4.0,4.0,3.5,3.5,4.0,4.0,4.5,Missing,Late 2.5,Late 5.0,4.5,2.5,5.0,5.0,4.0,Missing,Late 3.0,4.0,Missing,Late 2.0,Late 4.0,Missing,Missing,Missing,Late 4.5,Late 4.0,Late 4.0,Late 2.5,Late 2.5,Missing
luhvni,55,92,36,162,145,255,246,195,43,53,1282,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.5,Missing,Missing,Missing,Missing,Late 3.0,Missing,Late 5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Late 3.0,Late 3.0,Late 4.0,Late 5.0,Late 3.0,Missing,Late 4.0,Missing,Late 4.5,Missing,Missing,Late 4.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Late 4.0,Missing
chasemit,24,16,58,109,134,168,216,249,141,128,1243,4.5,Late 4.0,Missing,Late 1.5,Missing,4.0,Missing,4.5,Missing,5.0,4.0,5.0,Late 3.5,4.5,4.5,4.0,5.0,2.0,Missing,Late 4.0,Late 4.5,2.5,3.5,4.0,Late 4.5,4.0,Missing,Late 3.5,4.0,Missing,3.5,Late 4.0,Missing,Late 5.0,Late 2.5,Missing,Missing,Late 5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Late 4.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Missing,Missing
carolynsadler,41,62,80,124,152,226,164,127,67,33,1076,4.5,3.0,Missing,Missing,Missing,Missing,Missing,4.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4.0,3.5,4.5,2.5,3.5,4.0,3.0,Late 5.0,Late 4.0,Late 5.0,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.5,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Missing,Late 3.5,Late 5.0,Late 4.0,Missing,Missing,Missing
onno,22,71,128,330,505,938,918,585,191,60,3748,4.0,4.0,Late 3.5,Missing,Missing,3.5,Missing,2.5,Late 4.5,4.0,Missing,5.0,Late 4.0,Missing,3.5,2.5,4.0,4.0,Late 4.0,Missing,Missing,3.5,Late 3.5,3.5,4.0,Late 2.0,Late 4.5,Late 4.0,Missing,Late 4.0,4.0,5.0,4.0,4.0,4.5,Late 4.0,3.5,3.5,3.5,Late 4.5,Late 3.5,4.0,3.5,Late 4.0,Late 4.5,Late 4.0,3.5,Late 4.0,4.0,Late 3.5,4.5,Late 4.0,4.5,Late 3.5,4.5,Late 4.0,Missing,Late 4.5,Late 5.0,Late 4.0,Late 5.0,Missing,Missing,Missing,Missing
cvrmenita,22,33,44,136,127,257,221,256,146,161,1403,Missing,Missing,Missing,4.0,4.0,3.5,Missing,Missing,5.0,Missing,Missing,Late 3.0,Missing,Missing,4.0,Missing,4.0,Missing,Missing,3.0,4.0,3.0,Missing,Late 3.0,4.0,4.5,4.5,3.0,Late 3.0,4.5,3.5,4.5,3.5,4.0,2.5,Late 3.0,4.5,3.5,Missing,4.5,3.5,5.0,4.5,Late 4.5,Late 3.5,5.0,4.0,4.5,4.5,Missing,Late 5.0,Missing,Late 5.0,Missing,Late 5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.5,Missing
fliptrotsky,57,518,392,906,969,1101,1423,846,316,161,6689,3.5,2.5,Late 3.0,Late 2.5,Late 4.0,2.0,2.0,2.5,Late 2.0,3.5,2.5,3.5,Late 4.0,4.5,Late 3.0,3.0,1.5,1.0,2.5,Late 3.0,Late 3.0,2.0,3.0,Late 1.0,2.5,2.0,Late 1.0,3.5,Late 2.0,2.5,2.5,Late 3.5,4.0,1.5,4.0,Late 3.5,Late 3.5,2.0,Late 2.5,3.5,Missing,3.5,3.0,Late 2.5,Late 2.5,3.5,3.5,1.0,3.5,4.0,Late 3.0,Late 4.0,2.0,Late 2.0,Late 4.0,Late 1.5,2.5,Late 1.0,Late 4.0,Late 3.0,Late 3.5,4.0,Late 4.0,Missing,Late 2.0
yandico,26,74,126,245,354,533,475,363,101,38,2335,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.0,Missing,Missing,Missing,2.5,Late 4.0,Missing,Missing,Missing,Late 3.5,4.5,Missing,Missing,Missing,Late 2.5,Missing,Missing,1.0,Missing,Late 2.5,Missing,Missing,Missing,Missing,Late 4.0,Late 3.5,4.0,Late 3.5,Late 3.5,Late 1.5,4.0,Late 4.0,Missing,Missing,Late 1.0,Missing,Late 3.0,Late 3.5,Missing,Late 4.0,Late 4.0,Late 2.0,Missing,Missing,Late 3.5,Late 3.5,Missing,Late 2.0,Missing,Missing,Missing,Missing,Late 4.5,Missing,Missing,Late 4.0,Missing,Missing
senswinthecup,25,109,130,349,662,1306,1442,1237,348,421,6029,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5.0,Missing,Missing,Late 4.5,Missing,Late 5.0,Missing,Missing,Missing,Late 3.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.5,Missing,Missing,Missing,Missing
jjoey,34,34,92,256,391,660,583,374,189,102,2715,5.0,4.5,Late 3.0,1.0,Late 3.0,3.0,2.5,Missing,Late 5.0,3.5,2.5,Missing,Missing,Late 3.0,5.0,Late 2.5,Missing,3.5,Missing,Missing,Late 3.0,Late 3.5,3.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Late 4.0,Missing,Missing,Late 3.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.0,Missing,Late 3.5
m_penalosa,25,72,131,394,378,652,697,468,379,214,3410,3.5,Missing,Missing,Late 0.5,2.0,Missing,Missing,2.0,Missing,Missing,Missing,Missing,Missing,Late 2.5,Missing,1.5,Late 0.5,Missing,Missing,2.0,2.0,1.5,Missing,Missing,1.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 0.5,1.0,Missing,Missing,Missing,Late 3.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4.0,1.5,Missing
nachtwaechter,5,39,106,183,319,448,418,283,85,19,1905,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.5,Missing,Late 4.0,Missing,Late 4.0,Missing,Missing,Late 3.5,Missing,4.0,Missing,Missing,Missing,Missing,3.0,Missing,Missing,Missing,Missing,Missing,4.0,Missing,Late 3.0,Late 3.5,4.5,Late 3.0,4.5,Missing,Late 4.0,Missing,2.5,Late 4.0,Late 4.5,Late 4.0,Missing,Missing,Missing,Missing,Late 3.5,Missing,Late 3.0,Late 3.5,Late 3.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing
bummer_buddy,21,60,104,280,427,617,577,400,222,159,2867,4.5,4.5,Late 2.5,0.5,Late 5.0,4.0,2.0,2.5,Late 4.0,5.0,3.0,3.0,Missing,3.0,Late 4.0,3.0,3.0,2.0,Late 2.5,Late 5.0,Missing,Missing,2.5,Missing,Late 3.5,Missing,Late 4.5,Missing,Missing,Late 2.5,3.0,5.0,Late 3.0,2.5,Missing,Late 2.0,Late 4.0,4.5,Late 1.5,5.0,4.0,Late 4.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Missing,Missing
philosopherouge,21,64,178,376,513,706,511,491,354,243,3457,Missing,Missing,Late 2.5,Missing,Missing,Missing,Missing,Late 4.0,4.5,4.0,2.5,4.0,Missing,Missing,Missing,Missing,4.0,Missing,Missing,Missing,4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4.0,3.0,Late 1.0,Missing,3.5,Missing,Missing,2.5,Late 2.0,Late 3.0,4.0,3.0,Late 4.0,3.5,3.0,Late 4.5,Missing,Missing,Late 4.5,Missing,Late 4.5,Missing,Missing,Missing,5.0,3.5,Missing,Missing,Missing
tahsun,385,274,236,454,233,576,312,406,143,118,3137,3.0,Missing,Late 3.5,Late 0.5,Missing,Missing,Missing,4.0,Late 0.5,1.0,1.5,Missing,Late 2.5,4.0,Late 3.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 1.0,Missing,Missing,Missing,Missing,Missing,Late 2.0,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Late 1.0,Missing
kanemutiny,9,23,53,138,197,325,311,341,130,187,1714,Missing,Missing,Missing,Late 3.5,Missing,1.5,Missing,Missing,Late 4.0,Missing,Missing,1.0,Missing,Missing,4.5,Missing,3.5,2.0,Missing,Late 5.0,Missing,Missing,Missing,Missing,Late 3.5,4.5,4.5,3.0,3.0,Late 5.0,Missing,5.0,5.0,4.0,Missing,Late 1.5,3.5,Missing,Late 3.5,Missing,Missing,4.5,Missing,4.0,4.0,Late 4.5,4.0,Missing,4.5,4.0,2.0,Late 5.0,2.0,Late 4.0,5.0,Late 4.0,4.0,Missing,Late 4.5,3.5,4.5,5.0,Late 2.5,Missing,2.5
fleamarked,0,24,0,100,0,496,0,726,0,299,1645,4.0,Missing,Missing,Missing,5.0,Missing,Missing,Missing,Missing,Missing,Missing,3.0,Missing,Missing,Missing,3.0,3.0,Missing,Missing,Missing,Missing,2.0,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.0,Missing,Missing,Missing,Missing,Missing,4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5.0,Missing,4.0,Late 4.0,Missing,Missing,Missing,Late 4.0,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
mikbanerjee,43,141,199,271,463,753,668,396,150,21,3105,3.0,3.0,Late 3.0,Late 2.0,4.0,3.0,2.0,4.5,Late 4.5,3.5,Missing,5.0,3.0,Late 4.0,4.0,3.5,4.5,Late 3.0,Late 3.5,Late 4.0,Missing,4.0,Late 3.5,Missing,4.5,Late 1.0,Late 4.5,Missing,4.0,Late 4.0,Missing,Late 5.0,Late 4.5,Late 3.0,Late 4.0,Missing,Missing,4.5,Missing,Missing,Missing,Late 4.0,Missing,Late 2.0,Missing,Late 3.5,Late 3.5,Late 3.5,Late 3.0,Missing,Late 4.0,Late 3.5,Late 2.0,Missing,Late 4.0,Missing,Missing,Late 2.0,Late 3.0,Late 3.5,Late 2.5,Late 4.0,Late 2.0,Late 4.0,Missing
gerryhartman,6,116,263,444,473,716,575,698,566,513,4370,Missing,3.0,Missing,Missing,Missing,3.0,Missing,5.0,Missing,4.5,2.5,Missing,Missing,5.0,Missing,Missing,Missing,Missing,Missing,Missing,5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
richmond_hill,1,61,50,245,339,767,794,824,321,145,3547,Missing,Missing,Missing,Missing,Missing,Missing,2.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,2.0,Missing,Missing,Late 2.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 2.0,Late 2.5,Late 4.0,Missing,Missing,Missing,Late 2.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.0,Missing
smtvash,2,5,7,61,108,297,481,560,333,286,2140,4.5,3.5,Late 4.0,2.0,5.0,4.0,3.5,3.5,5.0,4.0,3.5,5.0,3.5,4.0,4.0,3.5,3.5,3.0,3.5,4.0,5.0,2.5,3.5,4.0,4.0,3.0,Late 4.0,Missing,Missing,4.5,4.0,5.0,3.5,4.0,3.5,2.5,5.0,3.5,2.5,4.5,4.0,4.5,4.5,Late 5.0,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Late 5.0,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Late 5.0,Missing
cramer_k,14,83,192,576,604,1352,946,1072,307,207,5353,3.5,3.5,Late 4.0,3.0,3.5,2.5,Missing,4.0,3.5,3.5,3.0,4.0,Late 2.0,3.0,3.5,3.5,4.0,Late 2.0,3.0,Late 4.0,Late 4.0,2.0,Late 3.0,Missing,2.5,3.0,Late 4.0,2.5,3.0,3.0,3.5,4.0,3.5,3.5,2.5,Late 2.5,4.0,3.0,Late 2.0,4.0,Missing,4.0,4.5,3.5,Late 2.5,3.5,4.0,3.5,3.0,3.0,3.5,4.0,Missing,3.0,3.5,Late 3.0,3.5,Late 3.0,Late 2.0,3.5,4.0,Missing,4.0,4.0,Late 2.0
annikash,36,51,71,139,195,313,291,322,108,70,1596,3.0,Late 4.0,Missing,Missing,Missing,3.5,Missing,4.0,4.0,3.5,4.0,4.5,Late 3.0,Late 5.0,4.5,Late 3.5,4.0,3.0,3.0,4.5,Late 2.5,3.0,3.0,3.5,4.5,Missing,Late 4.0,Missing,3.0,2.0,4.0,5.0,Late 3.5,3.0,Late 4.0,Late 1.5,Missing,Missing,Late 1.5,4.0,Late 3.5,5.0,Late 4.0,Late 3.5,Missing,Missing,Missing,Late 5.0,Missing,Late 3.5,Late 5.0,Late 5.0,Late 3.5,Missing,Late 5.0,Missing,Missing,Missing,Missing,Missing,Late 4.0,Late 4.5,Missing,Late 4.5,Missing
kieronsreviews,18,49,67,200,276,379,350,392,124,92,1947,Missing,Missing,Missing,Missing,Missing,3.5,Missing,Late 4.5,Late 4.0,Missing,Missing,Late 4.0,Late 4.0,Missing,Late 4.5,Missing,Late 4.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Missing,Missing,Missing,Late 4.5,Missing,Missing,Late 4.0,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Late 4.0,Missing,Late 4.0,Missing,Late 4.0,Missing,Late 5.0,Missing,Missing,Late 4.0,Late 4.0,Missing,Late 5.0,Missing,Missing,Late 4.5,Missing
paradoxdl,3,43,112,364,553,954,986,961,462,271,4709,5.0,3.5,Late 4.0,3.5,Late 3.5,4.0,Missing,3.0,4.5,4.0,4.0,4.5,Late 3.0,5.0,4.0,2.0,5.0,3.5,4.0,4.5,5.0,4.0,3.5,4.5,3.5,2.5,4.5,4.5,4.5,4.5,4.5,4.0,5.0,4.5,Late 4.0,4.0,3.5,4.5,4.5,4.5,Late 4.0,4.0,Missing,4.5,5.0,4.5,4.0,Late 5.0,4.0,Late 4.0,4.0,Late 5.0,4.5,Late 3.5,4.5,4.5,5.0,Late 4.0,Late 4.0,5.0,4.5,4.5,5.0,3.0,4.5
christianalec94,65,290,60,820,274,1679,932,1557,494,708,6879,4.5,4.0,Late 2.5,2.0,4.0,5.0,3.0,Missing,4.0,4.5,4.5,4.0,4.0,4.0,3.0,4.5,4.0,4.5,3.5,3.0,5.0,3.0,4.5,5.0,3.5,2.0,3.5,3.5,4.5,5.0,4.0,5.0,5.0,4.0,4.5,2.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,4.5,3.0,3.5,1.0,2.0,5.0,5.0,3.0,4.0,5.0,2.0
dedingsda,134,250,244,399,516,728,638,142,36,28,3115,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5.0,2.0,4.5,3.5,Late 2.5,3.5,1.0,Late 1.5,Missing,Missing,4.0,Missing,Late 2.0,Late 3.5,Late 3.5,Late 3.5,Late 1.5,Late 2.5,Late 3.5,Late 3.5,Late 2.5,Late 3.5,Late 2.5,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.5,Late 3.5,Missing,Late 3.0,Missing
the_greek_geek,24,77,78,271,219,540,341,387,117,113,2167,Missing,Missing,Missing,Missing,Missing,Late 2.0,Missing,5.0,Missing,Missing,Missing,5.0,4.0,Late 4.5,4.5,3.5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 5.0,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Late 3.5,Missing,Late 3.5,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Late 3.5,Late 4.0,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0
mrjago,4,11,5,61,235,703,952,703,210,109,2993,Late 2.5,4.0,Missing,Missing,Missing,Missing,Missing,4.5,Late 4.5,Missing,3.0,4.5,4.0,Missing,4.5,Missing,4.5,Missing,Late 4.0,Missing,Missing,3.0,Missing,Missing,Missing,Missing,Late 4.0,Missing,Missing,4.0,4.5,4.5,Missing,3.5,Missing,Late 2.5,Late 3.5,3.5,Missing,Missing,3.5,Late 4.0,3.5,Late 3.5,Missing,Late 3.5,4.0,Missing,5.0,Late 4.0,4.0,Missing,3.5,Late 3.0,4.5,Missing,Late 4.5,2.5,Late 3.0,4.0,5.0,3.0,Missing,4.5,3.0
sting,93,140,217,468,946,1340,1398,1207,738,503,7050,2.0,2.5,Late 4.0,Late 2.5,2.5,1.5,Late 4.0,3.0,2.5,3.0,3.5,3.0,Late 3.0,4.5,4.0,3.0,4.0,4.0,2.0,4.0,3.5,1.5,2.5,2.0,4.0,3.0,2.0,2.0,2.0,2.5,3.5,4.5,Late 3.5,3.5,3.0,Late 1.5,4.5,4.0,2.5,4.0,Missing,5.0,4.5,2.5,4.0,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.5,3.5,4.0,Missing,3.5,3.0,Late 3.0,3.5,4.5,Late 4.5,4.5,Late 5.0,Late 2.5
heavynissen,283,304,501,701,787,1168,952,1184,643,992,7515,Missing,Late 4.0,Missing,Missing,Missing,Missing,Missing,4.0,Late 5.0,Missing,Missing,5.0,Missing,Missing,Missing,Missing,4.5,Missing,Late 4.5,Missing,Missing,Missing,Missing,Missing,4.5,Missing,Missing,Missing,3.5,Late 4.0,Late 4.5,5.0,Missing,5.0,5.0,Late 4.0,Missing,3.0,Late 2.0,5.0,Missing,Late 5.0,Missing,Late 4.0,Late 5.0,Late 5.0,4.5,Missing,4.0,Missing,Late 5.0,Late 5.0,Missing,Missing,Late 4.0,Missing,Missing,Missing,Late 5.0,Missing,Late 5.0,Late 5.0,Missing,Late 5.0,Missing
imspoofy,4,12,30,84,120,194,240,206,152,59,1101,5.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3.5,Missing,3.5,3.5,Missing,4.0,5.0,Missing,4.0,3.5,Late 3.0,4.5,4.0,Missing,4.0,Missing,4.5,Missing,4.5,4.5,4.5,4.0,4.5,4.5,Late 4.0,5.0,Late 4.5,Missing,Late 3.5,Late 4.5,2.5,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.5,Late 4.0,Late 3.5
themozzfather,70,93,120,211,344,460,451,349,166,79,2343,Late 4.0,4.0,Late 4.0,Missing,Late 2.5,Late 1.5,Missing,Late 5.0,Late 5.0,4.5,2.5,Late 2.5,Late 4.5,Late 4.0,Late 5.0,Late 2.0,Late 2.5,Missing,Missing,Missing,Missing,Late 3.0,Late 3.5,Missing,Late 5.0,Missing,Late 1.0,Late 2.0,Missing,Late 3.5,Late 3.0,Late 5.0,Late 4.5,Missing,Missing,Missing,Missing,Missing,Missing,Late 4.0,Missing,Late 5.0,Late 3.5,Missing,Missing,Late 3.5,Late 4.5,Missing,Late 5.0,Missing,Late 5.0,Late 4.5,Late 3.0,Missing,Late 4.5,Missing,Missing,Missing,Missing,Late 3.5,Missing,Missing,Missing,Late 5.0,Missing
